seed,cohort,method,call,best_feasible_qor,best_qor_is_inf,cum_failed_eda_runtime_s,cum_total_eda_runtime_s,cum_optimizer_overhead_s
113,extension,vanilla_bo_penalty,6,-0.093068237,false,2803.559,3411.359,0.0000
113,extension,vanilla_bo_penalty,7,-0.093068237,false,3475.588,4083.389,0.0000
113,extension,vanilla_bo_penalty,8,-0.093068237,false,4813.730,5421.530,0.0000
113,extension,vanilla_bo_penalty,9,-0.093068237,false,4813.730,6025.705,0.0081
113,extension,vanilla_bo_penalty,10,-0.093068237,false,4813.730,6637.580,0.0140
113,extension,vanilla_bo_penalty,11,-0.093068237,false,6158.925,7982.775,0.0206
113,extension,vanilla_bo_penalty,12,-0.093068237,false,6861.085,8684.935,0.0275
113,extension,vanilla_bo_penalty,13,-0.093068237,false,7620.380,9444.230,0.0363
113,extension,vanilla_bo_penalty,14,-0.093068237,false,7620.380,10232.613,0.0428
113,extension,vanilla_bo_penalty,15,-0.093068237,false,7620.380,11015.649,0.0498
113,extension,vanilla_bo_penalty,16,-0.093068237,false,8127.135,11522.404,0.0569
113,extension,vanilla_bo_penalty,17,-0.093068237,false,8709.098,12104.367,0.0636
113,extension,vanilla_bo_penalty,18,-0.093068237,false,8709.098,12892.997,0.0709
113,extension,vanilla_bo_penalty,19,-0.093068237,false,9464.737,13648.636,0.0775
113,extension,vanilla_bo_penalty,20,-0.093068237,false,10162.409,14346.308,0.0861
113,extension,vanilla_bo_penalty,21,-0.093068237,false,10743.507,14927.406,0.0933
113,extension,vanilla_bo_penalty,22,-0.093068237,false,11244.492,15428.391,0.1028
113,extension,vanilla_bo_penalty,23,-0.093068237,false,12000.459,16184.359,0.1101
113,extension,vanilla_bo_penalty,24,-0.093068237,false,12647.270,16831.170,0.1196
113,extension,flowguard_calibrated,1,,true,539.763,539.763,0.0000
113,extension,flowguard_calibrated,2,,true,1054.912,1054.912,0.0000
113,extension,flowguard_calibrated,3,-0.093068237,false,1054.912,1662.713,0.0000
113,extension,flowguard_calibrated,4,-0.093068237,false,1634.609,2242.409,0.0000
113,extension,flowguard_calibrated,5,-0.093068237,false,2153.654,2761.455,0.0000
113,extension,flowguard_calibrated,6,-0.093068237,false,2803.559,3411.359,0.0000
113,extension,flowguard_calibrated,7,-0.093068237,false,3475.588,4083.389,0.0000
113,extension,flowguard_calibrated,8,-0.093068237,false,4813.730,5421.530,0.0000
113,extension,flowguard_calibrated,9,-0.093068237,false,5460.541,6068.341,0.0588
113,extension,flowguard_calibrated,10,-0.093068237,false,5460.541,6856.724,0.1175
113,extension,flowguard_calibrated,11,-0.093068237,false,6162.700,7558.884,0.1875
113,extension,flowguard_calibrated,12,-0.093068237,false,6162.700,8163.058,0.2588
113,extension,flowguard_calibrated,13,-0.093068237,false,7500.000,9500.358,0.4748
113,extension,flowguard_calibrated,14,-0.093068237,false,8000.985,10001.343,0.6704
113,extension,flowguard_calibrated,15,-0.093068237,false,8582.083,10582.441,0.8724
113,extension,flowguard_calibrated,16,-0.093068237,false,9167.042,11167.400,1.0727
113,extension,flowguard_calibrated,17,-0.093068237,false,9167.042,11779.275,1.2726
113,extension,flowguard_calibrated,18,-0.093068237,false,9745.053,12357.286,1.4876
113,extension,flowguard_calibrated,19,-0.093068237,false,11090.249,13702.482,1.6929
113,extension,flowguard_calibrated,20,-0.093068237,false,11590.851,14203.084,1.9165
113,extension,flowguard_calibrated,21,-0.093068237,false,12097.606,14709.839,2.1778
113,extension,flowguard_calibrated,22,-0.093068237,false,12857.262,15469.495,2.3894
113,extension,flowguard_calibrated,23,-0.093068237,false,13613.229,16225.462,2.5956
113,extension,flowguard_calibrated,24,-0.093068237,false,14372.524,16984.757,2.8101
113,extension,ei_only_ablation,1,,true,539.763,539.763,0.0000
113,extension,ei_only_ablation,2,,true,1054.912,1054.912,0.0000
113,extension,ei_only_ablation,3,-0.093068237,false,1054.912,1662.713,0.0000
113,extension,ei_only_ablation,4,-0.093068237,false,1634.609,2242.409,0.0000
113,extension,ei_only_ablation,5,-0.093068237,false,2153.654,2761.455,0.0000
113,extension,ei_only_ablation,6,-0.093068237,false,2803.559,3411.359,0.0000
113,extension,ei_only_ablation,7,-0.093068237,false,3475.588,4083.389,0.0000
113,extension,ei_only_ablation,8,-0.093068237,false,4813.730,5421.530,0.0000
113,extension,ei_only_ablation,9,-0.093068237,false,5460.541,6068.341,0.0019
113,extension,ei_only_ablation,10,-0.093068237,false,5460.541,6856.724,0.0037
113,extension,ei_only_ablation,11,-0.093068237,false,5460.541,7460.899,0.0189
113,extension,ei_only_ablation,12,-0.093068237,false,6797.840,8798.199,0.0283
113,extension,ei_only_ablation,13,-0.093068237,false,7378.938,9379.296,0.0354
113,extension,ei_only_ablation,14,-0.093068237,false,7963.897,9964.255,0.0450
113,extension,ei_only_ablation,15,-0.093068237,false,9309.092,11309.451,0.0520
113,extension,ei_only_ablation,16,-0.093068237,false,9887.104,11887.462,0.0605
113,extension,ei_only_ablation,17,-0.093068237,false,10643.072,12643.430,0.0676
113,extension,ei_only_ablation,18,-0.093068237,false,11144.057,13144.415,0.0778
113,extension,ei_only_ablation,19,-0.093068237,false,11900.916,13901.275,0.0847
113,extension,ei_only_ablation,20,-0.093068237,false,12660.211,14660.570,0.0916
113,extension,ei_only_ablation,21,-0.093068237,false,13160.813,15161.172,0.0985
113,extension,ei_only_ablation,22,-0.093068237,false,13858.486,15858.844,0.1055
113,extension,ei_only_ablation,23,-0.093068237,false,14365.241,16365.599,0.1136
113,extension,ei_only_ablation,24,-0.093068237,false,15124.897,17125.255,0.1229
127,extension,vanilla_bo_penalty,1,0.311299618,false,0.000,788.383,0.0000
127,extension,vanilla_bo_penalty,2,0.311299618,false,1338.142,2126.524,0.0000
127,extension,vanilla_bo_penalty,3,0.311299618,false,1920.105,2708.488,0.0000
127,extension,vanilla_bo_penalty,4,-0.093068237,false,1920.105,3312.663,0.0000
127,extension,vanilla_bo_penalty,5,-0.093068237,false,2421.090,3813.648,0.0000
127,extension,vanilla_bo_penalty,6,-0.093068237,false,3177.058,4569.615,0.0000
127,extension,vanilla_bo_penalty,7,-0.093068237,false,4514.357,5906.915,0.0000
127,extension,vanilla_bo_penalty,8,-0.093068237,false,4514.357,6518.790,0.0000
127,extension,vanilla_bo_penalty,9,-0.093068237,false,4514.357,7301.826,0.0093
127,extension,vanilla_bo_penalty,10,-0.093068237,false,5186.387,7973.855,0.0243
127,extension,vanilla_bo_penalty,11,-0.093068237,false,5186.387,8762.485,0.0330
127,extension,vanilla_bo_penalty,12,-0.093068237,false,5766.083,9342.182,0.0418
127,extension,vanilla_bo_penalty,13,-0.093068237,false,5766.083,9949.982,0.0494
127,extension,vanilla_bo_penalty,14,-0.093068237,false,6489.011,10672.910,0.0751
127,extension,vanilla_bo_penalty,15,-0.093068237,false,7834.207,12018.106,0.0887
127,extension,vanilla_bo_penalty,16,-0.093068237,false,8593.862,12777.762,0.0960
127,extension,vanilla_bo_penalty,17,-0.093068237,false,9100.618,13284.517,0.1069
127,extension,vanilla_bo_penalty,18,-0.093068237,false,9747.429,13931.328,0.1157
127,extension,vanilla_bo_penalty,19,-0.093068237,false,10397.334,14581.233,0.1262
127,extension,vanilla_bo_penalty,20,-0.093068237,false,11099.493,15283.392,0.1394
127,extension,vanilla_bo_penalty,21,-0.093068237,false,11797.165,15981.064,0.1492
127,extension,vanilla_bo_penalty,22,-0.093068237,false,12314.848,16498.747,0.1607
127,extension,vanilla_bo_penalty,23,-0.093068237,false,13071.738,17255.638,0.1682
127,extension,vanilla_bo_penalty,24,-0.093068237,false,13606.792,17790.691,0.1787
127,extension,flowguard_calibrated,1,0.311299618,false,0.000,788.383,0.0000
127,extension,flowguard_calibrated,2,0.311299618,false,1338.142,2126.524,0.0000
127,extension,flowguard_calibrated,3,0.311299618,false,1920.105,2708.488,0.0000
127,extension,flowguard_calibrated,4,-0.093068237,false,1920.105,3312.663,0.0000
127,extension,flowguard_calibrated,5,-0.093068237,false,2421.090,3813.648,0.0000
127,extension,flowguard_calibrated,6,-0.093068237,false,3177.058,4569.615,0.0000
127,extension,flowguard_calibrated,7,-0.093068237,false,4514.357,5906.915,0.0000
127,extension,flowguard_calibrated,8,-0.093068237,false,4514.357,6518.790,0.0000
127,extension,flowguard_calibrated,9,-0.093068237,false,5212.030,7216.462,0.2319
127,extension,flowguard_calibrated,10,-0.093068237,false,5861.935,7866.367,0.4449
127,extension,flowguard_calibrated,11,-0.093068237,false,7207.130,9211.563,0.7422
127,extension,flowguard_calibrated,12,-0.093068237,false,7788.228,9792.660,0.9411
127,extension,flowguard_calibrated,13,-0.093068237,false,7788.228,10400.461,1.2200
127,extension,flowguard_calibrated,14,-0.093068237,false,8373.187,10985.420,1.4684
127,extension,flowguard_calibrated,15,-0.093068237,false,8951.198,11563.431,1.6878
127,extension,flowguard_calibrated,16,-0.093068237,false,9710.854,12323.087,1.9454
127,extension,flowguard_calibrated,17,-0.093068237,false,10217.609,12829.842,2.2758
127,extension,flowguard_calibrated,18,-0.093068237,false,10976.904,13589.137,2.5364
127,extension,flowguard_calibrated,19,-0.093068237,false,11477.506,14089.739,2.8396
127,extension,flowguard_calibrated,20,-0.093068237,false,12233.145,14845.378,3.0709
127,extension,flowguard_calibrated,21,-0.093068237,false,12990.035,15602.268,3.3624
127,extension,flowguard_calibrated,22,-0.093068237,false,13522.684,16134.917,3.6444
127,extension,flowguard_calibrated,23,-0.093068237,false,14062.447,16674.680,3.9733
127,extension,flowguard_calibrated,24,-0.093068237,false,14819.307,17431.540,4.2192
127,extension,ei_only_ablation,1,0.311299618,false,0.000,788.383,0.0000
127,extension,ei_only_ablation,2,0.311299618,false,1338.142,2126.524,0.0000
127,extension,ei_only_ablation,3,0.311299618,false,1920.105,2708.488,0.0000
127,extension,ei_only_ablation,4,-0.093068237,false,1920.105,3312.663,0.0000
127,extension,ei_only_ablation,5,-0.093068237,false,2421.090,3813.648,0.0000
127,extension,ei_only_ablation,6,-0.093068237,false,3177.058,4569.615,0.0000
127,extension,ei_only_ablation,7,-0.093068237,false,4514.357,5906.915,0.0000
127,extension,ei_only_ablation,8,-0.093068237,false,4514.357,6518.790,0.0000
127,extension,ei_only_ablation,9,-0.093068237,false,5092.369,7096.801,0.0173
127,extension,ei_only_ablation,10,-0.093068237,false,5673.467,7677.899,0.0383
127,extension,ei_only_ablation,11,-0.093068237,false,7018.662,9023.095,0.0522
127,extension,ei_only_ablation,12,-0.093068237,false,7603.621,9608.054,0.0691
127,extension,ei_only_ablation,13,-0.093068237,false,8143.384,10147.817,0.0861
127,extension,ei_only_ablation,14,-0.093068237,false,8900.244,10904.676,0.1070
127,extension,ei_only_ablation,15,-0.093068237,false,9597.916,11602.349,0.1227
127,extension,ei_only_ablation,16,-0.093068237,false,10247.821,12252.254,0.1329
127,extension,ei_only_ablation,17,-0.093068237,false,11007.116,13011.548,0.1439
127,extension,ei_only_ablation,18,-0.093068237,false,11507.718,13512.150,0.1567
127,extension,ei_only_ablation,19,-0.093068237,false,12022.867,14027.299,0.1674
127,extension,ei_only_ablation,20,-0.093068237,false,12529.622,14534.055,0.1766
127,extension,ei_only_ablation,21,-0.093068237,false,13289.278,15293.710,0.1866
127,extension,ei_only_ablation,22,-0.093068237,false,13824.331,15828.763,0.2015
127,extension,ei_only_ablation,23,-0.093068237,false,14581.221,16585.654,0.2147
127,extension,ei_only_ablation,24,-0.093068237,false,15160.918,17165.350,0.2219
131,extension,vanilla_bo_penalty,1,,true,755.968,755.968,0.0000
131,extension,vanilla_bo_penalty,2,,true,1256.570,1256.570,0.0000
131,extension,vanilla_bo_penalty,3,0.311299618,false,1256.570,2039.606,0.0000
131,extension,vanilla_bo_penalty,4,0.311299618,false,1791.623,2574.659,0.0000
131,extension,vanilla_bo_penalty,5,0.311299618,false,2371.319,3154.355,0.0000
131,extension,vanilla_bo_penalty,6,0.311299618,false,3708.619,4491.655,0.0000
131,extension,vanilla_bo_penalty,7,0.311299618,false,4290.582,5073.618,0.0000
131,extension,vanilla_bo_penalty,8,0.311299618,false,4290.582,5862.248,0.0000
131,extension,vanilla_bo_penalty,9,0.311299618,false,4940.487,6512.153,0.0090
131,extension,vanilla_bo_penalty,10,0.311299618,false,4940.487,7300.536,0.0162
131,extension,vanilla_bo_penalty,11,0.311299618,false,5587.298,7947.347,0.0275
131,extension,vanilla_bo_penalty,12,0.311299618,false,6284.970,8645.019,0.0341
131,extension,vanilla_bo_penalty,13,0.311299618,false,6987.130,9347.179,0.0447
131,extension,vanilla_bo_penalty,14,0.311299618,false,7746.786,10106.834,0.0535
131,extension,vanilla_bo_penalty,15,0.311299618,false,8331.745,10691.793,0.0638
131,extension,vanilla_bo_penalty,16,0.311299618,false,8909.756,11269.805,0.0786
131,extension,vanilla_bo_penalty,17,-0.093068237,false,8909.756,11877.606,0.0959
131,extension,vanilla_bo_penalty,18,-0.093068237,false,8909.756,12481.781,0.1136
131,extension,vanilla_bo_penalty,19,-0.093068237,false,8909.756,13093.655,0.1405
131,extension,vanilla_bo_penalty,20,-0.093068237,false,9427.439,13611.338,0.1675
131,extension,vanilla_bo_penalty,21,-0.093068237,false,10765.581,14949.480,0.1964
131,extension,vanilla_bo_penalty,22,-0.093068237,false,12110.776,16294.675,0.2303
131,extension,vanilla_bo_penalty,23,-0.093068237,false,12617.532,16801.431,0.2692
131,extension,vanilla_bo_penalty,24,-0.093068237,false,13118.517,17302.416,0.3092
131,extension,flowguard_calibrated,1,,true,755.968,755.968,0.0000
131,extension,flowguard_calibrated,2,,true,1256.570,1256.570,0.0000
131,extension,flowguard_calibrated,3,0.311299618,false,1256.570,2039.606,0.0000
131,extension,flowguard_calibrated,4,0.311299618,false,1791.623,2574.659,0.0000
131,extension,flowguard_calibrated,5,0.311299618,false,2371.319,3154.355,0.0000
131,extension,flowguard_calibrated,6,0.311299618,false,3708.619,4491.655,0.0000
131,extension,flowguard_calibrated,7,0.311299618,false,4290.582,5073.618,0.0000
131,extension,flowguard_calibrated,8,0.311299618,false,4290.582,5862.248,0.0000
131,extension,flowguard_calibrated,9,0.311299618,false,4937.393,6509.059,0.0751
131,extension,flowguard_calibrated,10,0.311299618,false,4937.393,7297.442,0.1349
131,extension,flowguard_calibrated,11,-0.093068237,false,4937.393,7905.243,0.3475
131,extension,flowguard_calibrated,12,-0.093068237,false,5522.352,8490.202,0.5634
131,extension,flowguard_calibrated,13,-0.093068237,false,6100.364,9068.213,0.7796
131,extension,flowguard_calibrated,14,-0.093068237,false,6681.461,9649.311,1.0265
131,extension,flowguard_calibrated,15,-0.093068237,false,8019.603,10987.453,1.2546
131,extension,flowguard_calibrated,16,-0.093068237,false,9364.799,12332.648,1.5544
131,extension,flowguard_calibrated,17,-0.093068237,false,9364.799,12944.523,1.8333
131,extension,flowguard_calibrated,18,-0.093068237,false,9865.784,13445.508,2.0563
131,extension,flowguard_calibrated,19,-0.093068237,false,10625.440,14205.164,2.3432
131,extension,flowguard_calibrated,20,-0.093068237,false,11132.195,14711.919,2.7342
131,extension,flowguard_calibrated,21,-0.093068237,false,11891.490,15471.214,2.9935
131,extension,flowguard_calibrated,22,-0.093068237,false,12431.253,16010.977,3.3415
131,extension,flowguard_calibrated,23,-0.093068237,false,12963.902,16543.626,3.6309
131,extension,flowguard_calibrated,24,-0.093068237,false,13720.792,17300.517,3.8769
131,extension,ei_only_ablation,1,,true,755.968,755.968,0.0000
131,extension,ei_only_ablation,2,,true,1256.570,1256.570,0.0000
131,extension,ei_only_ablation,3,0.311299618,false,1256.570,2039.606,0.0000
131,extension,ei_only_ablation,4,0.311299618,false,1791.623,2574.659,0.0000
131,extension,ei_only_ablation,5,0.311299618,false,2371.319,3154.355,0.0000
131,extension,ei_only_ablation,6,0.311299618,false,3708.619,4491.655,0.0000
131,extension,ei_only_ablation,7,0.311299618,false,4290.582,5073.618,0.0000
131,extension,ei_only_ablation,8,0.311299618,false,4290.582,5862.248,0.0000
131,extension,ei_only_ablation,9,0.311299618,false,4937.393,6509.059,0.0052
131,extension,ei_only_ablation,10,0.311299618,false,4937.393,7297.442,0.0071
131,extension,ei_only_ablation,11,-0.093068237,false,4937.393,7905.243,0.0112
131,extension,ei_only_ablation,12,-0.093068237,false,5522.352,8490.202,0.0382
131,extension,ei_only_ablation,13,-0.093068237,false,6103.450,9071.299,0.0668
131,extension,ei_only_ablation,14,-0.093068237,false,6681.461,9649.311,0.1280
131,extension,ei_only_ablation,15,-0.093068237,false,8019.603,10987.453,0.1700
131,extension,ei_only_ablation,16,-0.093068237,false,9364.799,12332.648,0.1845
131,extension,ei_only_ablation,17,-0.093068237,false,10124.454,13092.304,0.2038
131,extension,ei_only_ablation,18,-0.093068237,false,10631.210,13599.059,0.2203
131,extension,ei_only_ablation,19,-0.093068237,false,11390.505,14358.354,0.2375
131,extension,ei_only_ablation,20,-0.093068237,false,11891.490,14859.339,0.2550
131,extension,ei_only_ablation,21,-0.093068237,false,11891.490,15471.214,0.2707
131,extension,ei_only_ablation,22,-0.093068237,false,12648.380,16228.104,0.2865
131,extension,ei_only_ablation,23,-0.093068237,false,13405.240,16984.964,0.2998
131,extension,ei_only_ablation,24,-0.093068237,false,13945.003,17524.727,0.3273
137,extension,vanilla_bo_penalty,1,,true,1345.196,1345.196,0.0000
137,extension,vanilla_bo_penalty,2,-0.093068237,false,1345.196,1949.370,0.0000
137,extension,vanilla_bo_penalty,3,-0.093068237,false,1864.241,2468.416,0.0000
137,extension,vanilla_bo_penalty,4,-0.093068237,false,3202.382,3806.557,0.0000
137,extension,vanilla_bo_penalty,5,-0.093068237,false,3717.531,4321.706,0.0000
137,extension,vanilla_bo_penalty,6,-0.093068237,false,4440.459,5044.634,0.0000
137,extension,vanilla_bo_penalty,7,-0.093068237,false,5090.364,5694.539,0.0000
137,extension,vanilla_bo_penalty,8,-0.093068237,false,5597.119,6201.294,0.0000
137,extension,vanilla_bo_penalty,9,-0.093068237,false,5597.119,6809.095,0.0196
137,extension,vanilla_bo_penalty,10,-0.093068237,false,5597.119,7420.970,0.0475
137,extension,vanilla_bo_penalty,11,-0.093068237,false,6243.930,8067.781,0.0563
137,extension,vanilla_bo_penalty,12,-0.093068237,false,7003.225,8827.075,0.1004
137,extension,vanilla_bo_penalty,13,-0.093068237,false,7003.225,9615.705,0.1464
137,extension,vanilla_bo_penalty,14,-0.093068237,false,7003.225,10398.742,0.1833
137,extension,vanilla_bo_penalty,15,-0.093068237,false,7003.225,11187.124,0.2005
137,extension,vanilla_bo_penalty,16,-0.093068237,false,7634.330,11818.230,0.2100
137,extension,vanilla_bo_penalty,17,-0.093068237,false,8135.316,12319.215,0.2221
137,extension,vanilla_bo_penalty,18,-0.093068237,false,8716.413,12900.313,0.2320
137,extension,vanilla_bo_penalty,19,-0.093068237,false,9418.573,13602.472,0.2440
137,extension,vanilla_bo_penalty,20,-0.093068237,false,10116.245,14300.144,0.2541
137,extension,vanilla_bo_penalty,21,-0.093068237,false,10875.901,15059.800,0.2654
137,extension,vanilla_bo_penalty,22,-0.093068237,false,11631.869,15815.768,0.2737
137,extension,vanilla_bo_penalty,23,-0.093068237,false,12211.565,16395.464,0.2856
137,extension,vanilla_bo_penalty,24,-0.093068237,false,12793.528,16977.428,0.2957
137,extension,flowguard_calibrated,1,,true,1345.196,1345.196,0.0000
137,extension,flowguard_calibrated,2,-0.093068237,false,1345.196,1949.370,0.0000
137,extension,flowguard_calibrated,3,-0.093068237,false,1864.241,2468.416,0.0000
137,extension,flowguard_calibrated,4,-0.093068237,false,3202.382,3806.557,0.0000
137,extension,flowguard_calibrated,5,-0.093068237,false,3717.531,4321.706,0.0000
137,extension,flowguard_calibrated,6,-0.093068237,false,4440.459,5044.634,0.0000
137,extension,flowguard_calibrated,7,-0.093068237,false,5090.364,5694.539,0.0000
137,extension,flowguard_calibrated,8,-0.093068237,false,5597.119,6201.294,0.0000
137,extension,flowguard_calibrated,9,-0.093068237,false,6243.930,6848.105,0.0591
137,extension,flowguard_calibrated,10,-0.093068237,false,6243.930,7636.488,0.1186
137,extension,flowguard_calibrated,11,-0.093068237,false,6243.930,8244.289,0.2556
137,extension,flowguard_calibrated,12,-0.093068237,false,7581.230,9581.588,0.5288
137,extension,flowguard_calibrated,13,-0.093068237,false,8162.327,10162.686,0.7571
137,extension,flowguard_calibrated,14,-0.093068237,false,8747.286,10747.645,0.9972
137,extension,flowguard_calibrated,15,-0.093068237,false,8747.286,11359.519,1.2410
137,extension,flowguard_calibrated,16,-0.093068237,false,9325.298,11937.531,1.5465
137,extension,flowguard_calibrated,17,-0.093068237,false,10084.593,12696.826,1.7934
137,extension,flowguard_calibrated,18,-0.093068237,false,10585.578,13197.811,2.0712
137,extension,flowguard_calibrated,19,-0.093068237,false,11086.180,13698.413,2.3349
137,extension,flowguard_calibrated,20,-0.093068237,false,11845.836,14458.069,2.5963
137,extension,flowguard_calibrated,21,-0.093068237,false,12601.804,15214.037,2.8543
137,extension,flowguard_calibrated,22,-0.093068237,false,13134.453,15746.686,3.0779
137,extension,flowguard_calibrated,23,-0.093068237,false,13674.216,16286.449,3.2823
137,extension,flowguard_calibrated,24,-0.093068237,false,14429.854,17042.087,3.4911
137,extension,ei_only_ablation,1,,true,1345.196,1345.196,0.0000
137,extension,ei_only_ablation,2,-0.093068237,false,1345.196,1949.370,0.0000
137,extension,ei_only_ablation,3,-0.093068237,false,1864.241,2468.416,0.0000
137,extension,ei_only_ablation,4,-0.093068237,false,3202.382,3806.557,0.0000
137,extension,ei_only_ablation,5,-0.093068237,false,3717.531,4321.706,0.0000
137,extension,ei_only_ablation,6,-0.093068237,false,4440.459,5044.634,0.0000
137,extension,ei_only_ablation,7,-0.093068237,false,5090.364,5694.539,0.0000
137,extension,ei_only_ablation,8,-0.093068237,false,5597.119,6201.294,0.0000
137,extension,ei_only_ablation,9,-0.093068237,false,6243.930,6848.105,0.0020
137,extension,ei_only_ablation,10,-0.093068237,false,6243.930,7636.488,0.0039
137,extension,ei_only_ablation,11,-0.093068237,false,6243.930,8248.363,0.0163
137,extension,ei_only_ablation,12,-0.093068237,false,6821.942,8826.374,0.0244
137,extension,ei_only_ablation,13,-0.093068237,false,7403.040,9407.472,0.0318
137,extension,ei_only_ablation,14,-0.093068237,false,8740.339,10744.771,0.0391
137,extension,ei_only_ablation,15,-0.093068237,false,9325.298,11329.730,0.0462
137,extension,ei_only_ablation,16,-0.093068237,false,9826.283,11830.716,0.0580
137,extension,ei_only_ablation,17,-0.093068237,false,10582.251,12586.683,0.0676
137,extension,ei_only_ablation,18,-0.093068237,false,11122.014,13126.447,0.0765
137,extension,ei_only_ablation,19,-0.093068237,false,11878.874,13883.306,0.0873
137,extension,ei_only_ablation,20,-0.093068237,false,12576.546,14580.978,0.0973
137,extension,ei_only_ablation,21,-0.093068237,false,13077.148,15081.580,0.1082
137,extension,ei_only_ablation,22,-0.093068237,false,13836.443,15840.875,0.1160
137,extension,ei_only_ablation,23,-0.093068237,false,14596.099,16600.531,0.1242
137,extension,ei_only_ablation,24,-0.093068237,false,15131.152,17135.584,0.1314
139,extension,vanilla_bo_penalty,1,,true,517.683,517.683,0.0000
139,extension,vanilla_bo_penalty,2,,true,1854.982,1854.982,0.0000
139,extension,vanilla_bo_penalty,3,,true,2394.746,2394.746,0.0000
139,extension,vanilla_bo_penalty,4,,true,3066.775,3066.775,0.0000
139,extension,vanilla_bo_penalty,5,,true,3822.413,3822.413,0.0000
139,extension,vanilla_bo_penalty,6,,true,4579.273,4579.273,0.0000
139,extension,vanilla_bo_penalty,7,-0.093068237,false,4579.273,5187.074,0.0000
139,extension,vanilla_bo_penalty,8,-0.093068237,false,5161.236,5769.037,0.0000
139,extension,vanilla_bo_penalty,9,-0.093068237,false,5161.236,6373.212,0.0088
139,extension,vanilla_bo_penalty,10,-0.093068237,false,5161.236,6985.087,0.0166
139,extension,vanilla_bo_penalty,11,-0.093068237,false,5863.396,7687.246,0.0272
139,extension,vanilla_bo_penalty,12,-0.093068237,false,5863.396,8475.876,0.0343
139,extension,vanilla_bo_penalty,13,-0.093068237,false,5863.396,9258.912,0.0420
139,extension,vanilla_bo_penalty,14,-0.093068237,false,6370.151,9765.667,0.0482
139,extension,vanilla_bo_penalty,15,-0.093068237,false,6949.848,10345.364,0.0560
139,extension,vanilla_bo_penalty,16,-0.093068237,false,7647.520,11043.036,0.0623
139,extension,vanilla_bo_penalty,17,-0.093068237,false,8985.662,12381.178,0.0685
139,extension,vanilla_bo_penalty,18,-0.093068237,false,10330.857,13726.373,0.0752
139,extension,vanilla_bo_penalty,19,-0.093068237,false,11090.152,14485.668,0.0824
139,extension,vanilla_bo_penalty,20,-0.093068237,false,11090.152,15274.051,0.0920
139,extension,vanilla_bo_penalty,21,-0.093068237,false,11591.137,15775.036,0.0987
139,extension,vanilla_bo_penalty,22,-0.093068237,false,12241.042,16424.941,0.1080
139,extension,vanilla_bo_penalty,23,-0.093068237,false,12887.853,17071.752,0.1153
139,extension,vanilla_bo_penalty,24,-0.093068237,false,13647.509,17831.408,0.1249
139,extension,flowguard_calibrated,1,,true,517.683,517.683,0.0000
139,extension,flowguard_calibrated,2,,true,1854.982,1854.982,0.0000
139,extension,flowguard_calibrated,3,,true,2394.746,2394.746,0.0000
139,extension,flowguard_calibrated,4,,true,3066.775,3066.775,0.0000
139,extension,flowguard_calibrated,5,,true,3822.413,3822.413,0.0000
139,extension,flowguard_calibrated,6,,true,4579.273,4579.273,0.0000
139,extension,flowguard_calibrated,7,-0.093068237,false,4579.273,5187.074,0.0000
139,extension,flowguard_calibrated,8,-0.093068237,false,5161.236,5769.037,0.0000
139,extension,flowguard_calibrated,9,-0.093068237,false,5808.047,6415.848,0.0600
139,extension,flowguard_calibrated,10,-0.093068237,false,5808.047,7204.231,0.1197
139,extension,flowguard_calibrated,11,-0.093068237,false,6510.207,7906.390,0.1924
139,extension,flowguard_calibrated,12,-0.093068237,false,6510.207,8510.565,0.2672
139,extension,flowguard_calibrated,13,-0.093068237,false,7091.305,9091.663,0.4758
139,extension,flowguard_calibrated,14,-0.093068237,false,8429.446,10429.804,0.6781
139,extension,flowguard_calibrated,15,-0.093068237,false,9014.405,11014.763,0.8798
139,extension,flowguard_calibrated,16,-0.093068237,false,9592.417,11592.775,1.0816
139,extension,flowguard_calibrated,17,-0.093068237,false,9592.417,12204.650,1.2866
139,extension,flowguard_calibrated,18,-0.093068237,false,10937.612,13549.845,1.4929
139,extension,flowguard_calibrated,19,-0.093068237,false,11697.268,14309.501,1.6982
139,extension,flowguard_calibrated,20,-0.093068237,false,12204.023,14816.256,1.9089
139,extension,flowguard_calibrated,21,-0.093068237,false,12704.625,15316.858,2.1390
139,extension,flowguard_calibrated,22,-0.093068237,false,13460.593,16072.826,2.3487
139,extension,flowguard_calibrated,23,-0.093068237,false,13961.578,16573.811,2.5613
139,extension,flowguard_calibrated,24,-0.093068237,false,14720.873,17333.106,2.7690
139,extension,ei_only_ablation,1,,true,517.683,517.683,0.0000
139,extension,ei_only_ablation,2,,true,1854.982,1854.982,0.0000
139,extension,ei_only_ablation,3,,true,2394.746,2394.746,0.0000
139,extension,ei_only_ablation,4,,true,3066.775,3066.775,0.0000
139,extension,ei_only_ablation,5,,true,3822.413,3822.413,0.0000
139,extension,ei_only_ablation,6,,true,4579.273,4579.273,0.0000
139,extension,ei_only_ablation,7,-0.093068237,false,4579.273,5187.074,0.0000
139,extension,ei_only_ablation,8,-0.093068237,false,5161.236,5769.037,0.0000
139,extension,ei_only_ablation,9,-0.093068237,false,5808.047,6415.848,0.0020
139,extension,ei_only_ablation,10,-0.093068237,false,5808.047,7204.231,0.0049
139,extension,ei_only_ablation,11,-0.093068237,false,5808.047,7808.406,0.0165
