seed,method,cohort,call,phase,candidate_id,feasible,qor,best_feasible_qor,cum_failed_eda_runtime_s,cum_total_eda_runtime_s,cum_optimizer_overhead_s,fallback_used,p_feas,ei,calibration_detail
139,flowguard_calibrated,extension,1,shared_init,cb36_029,False,,,517.6829417809931,517.6829417809931,0.0,False,,,
139,flowguard_calibrated,extension,2,shared_init,cb36_018,False,,,1854.9824836799962,1854.9824836799962,0.0,False,,,
139,flowguard_calibrated,extension,3,shared_init,cb36_023,False,,,2394.7457392009965,2394.7457392009965,0.0,False,,,
139,flowguard_calibrated,extension,4,shared_init,cb36_004,False,,,3066.7749650319965,3066.7749650319965,0.0,False,,,
139,flowguard_calibrated,extension,5,shared_init,cb36_012,False,,,3822.4134601889964,3822.4134601889964,0.0,False,,,
139,flowguard_calibrated,extension,6,shared_init,cb36_020,False,,,4579.2730302349955,4579.2730302349955,0.0,False,,,
139,flowguard_calibrated,extension,7,shared_init,cb36_002,True,-0.09306823743826212,-0.09306823743826212,4579.2730302349955,5187.073720488996,0.0,False,,,
139,flowguard_calibrated,extension,8,shared_init,cb36_013,False,,-0.09306823743826212,5161.236308160995,5769.036998414995,0.0,False,,,
139,flowguard_calibrated,extension,9,adaptive,cb36_000,False,,-0.09306823743826212,5808.0473585039945,6415.848048757995,0.05996664799749851,False,0.32,0.0,"rf-fallback: class_counts=[1, 7]"
139,flowguard_calibrated,extension,10,adaptive,cb36_001,True,0.3112996180098017,-0.09306823743826212,5808.0473585039945,7204.230763921994,0.11974993499461561,False,0.14,0.0,"rf-fallback: class_counts=[1, 8]"
139,flowguard_calibrated,extension,11,adaptive,cb36_003,False,,-0.09306823743826212,6510.20682879199,7906.39023420999,0.1924211750010727,False,0.8,0.016844941242191866,"rf-fallback: class_counts=[2, 8]"
139,flowguard_calibrated,extension,12,adaptive,cb36_006,True,-0.09306823743826212,-0.09306823743826212,6510.20682879199,8510.565130320989,0.26721207398804836,False,0.32,0.0180727453757102,"rf-fallback: class_counts=[2, 9]"
139,flowguard_calibrated,extension,13,adaptive,cb36_030,False,,-0.09306823743826212,7091.304514463984,9091.662815992982,0.4757944699958898,False,0.39012570339905245,0.03347565226185101,calibrated-rf(cv=3)
139,flowguard_calibrated,extension,14,adaptive,cb36_014,False,,-0.09306823743826212,8429.44615708098,10429.804458609979,0.6780513699923176,False,0.41994061549788647,0.03607608206373315,calibrated-rf(cv=3)
139,flowguard_calibrated,extension,15,adaptive,cb36_026,False,,-0.09306823743826212,9014.405025907967,11014.763327436965,0.8798172249807976,False,0.3418410004414012,0.03347564888375745,calibrated-rf(cv=3)
