seed,method,call,best_feasible_qor,cum_failed_eda_runtime_s,cum_total_eda_runtime_s,cum_optimizer_overhead_s
107,flowguard_calibrated,3,-0.093068237,1166.158,1778.033,0.0000
107,flowguard_calibrated,4,-0.093068237,1751.117,2362.992,0.0000
107,flowguard_calibrated,5,-0.093068237,2453.277,3065.151,0.0000
107,flowguard_calibrated,6,-0.093068237,3212.572,3824.446,0.0000
107,flowguard_calibrated,7,-0.093068237,3745.221,4357.095,0.0000
107,flowguard_calibrated,8,-0.093068237,4251.976,4863.851,0.0000
107,flowguard_calibrated,9,-0.093068237,4898.787,5510.662,0.0634
107,flowguard_calibrated,10,-0.093068237,4898.787,6299.044,0.1230
107,flowguard_calibrated,11,-0.093068237,4898.787,7087.674,0.1895
107,flowguard_calibrated,12,-0.093068237,6243.983,8432.870,0.3890
107,flowguard_calibrated,13,-0.093068237,6243.983,9037.045,0.5911
107,flowguard_calibrated,14,-0.093068237,6821.994,9615.057,0.8334
107,flowguard_calibrated,15,-0.093068237,7403.092,10196.154,1.0821
107,flowguard_calibrated,16,-0.093068237,8740.391,11533.454,1.3323
107,flowguard_calibrated,17,-0.093068237,10078.533,12871.595,1.5890
107,flowguard_calibrated,18,-0.093068237,10078.533,13479.396,1.8700
107,flowguard_calibrated,19,-0.093068237,10834.501,14235.364,2.1277
107,flowguard_calibrated,20,-0.093068237,11335.486,14736.349,2.3806
107,flowguard_calibrated,21,-0.093068237,11836.088,15236.951,2.6345
107,flowguard_calibrated,22,-0.093068237,12595.744,15996.607,2.9003
107,flowguard_calibrated,23,-0.093068237,13352.603,16753.466,3.1848
107,flowguard_calibrated,24,-0.093068237,13892.367,17293.230,3.4210
107,ei_only_ablation,1,,631.105,631.105,0.0000
107,ei_only_ablation,2,-0.093068237,631.105,1242.980,0.0000
107,ei_only_ablation,3,-0.093068237,1166.158,1778.033,0.0000
107,ei_only_ablation,4,-0.093068237,1751.117,2362.992,0.0000
107,ei_only_ablation,5,-0.093068237,2453.277,3065.151,0.0000
107,ei_only_ablation,6,-0.093068237,3212.572,3824.446,0.0000
107,ei_only_ablation,7,-0.093068237,3745.221,4357.095,0.0000
107,ei_only_ablation,8,-0.093068237,4251.976,4863.851,0.0000
107,ei_only_ablation,9,-0.093068237,4898.787,5510.662,0.0020
107,ei_only_ablation,10,-0.093068237,4898.787,6299.044,0.0039
107,ei_only_ablation,11,-0.093068237,6243.983,7644.240,0.0161
107,ei_only_ablation,12,-0.093068237,6243.983,8248.415,0.0256
107,ei_only_ablation,13,-0.093068237,6821.994,8826.427,0.0328
107,ei_only_ablation,14,-0.093068237,7403.092,9407.524,0.0418
107,ei_only_ablation,15,-0.093068237,8740.391,10744.824,0.0506
107,ei_only_ablation,16,-0.093068237,9241.377,11245.809,0.0577
107,ei_only_ablation,17,-0.093068237,9997.344,12001.777,0.0648
107,ei_only_ablation,18,-0.093068237,10537.108,12541.540,0.0720
107,ei_only_ablation,19,-0.093068237,11293.967,13298.400,0.0795
107,ei_only_ablation,20,-0.093068237,11991.640,13996.072,0.0870
107,ei_only_ablation,21,-0.093068237,12641.544,14645.977,0.0963
107,ei_only_ablation,22,-0.093068237,13979.686,15984.118,0.1040
107,ei_only_ablation,23,-0.093068237,14480.288,16484.720,0.1149
107,ei_only_ablation,24,-0.093068237,14995.437,16999.869,0.1228
109,vanilla_bo_penalty,1,,517.683,517.683,0.0000
109,vanilla_bo_penalty,2,-0.093068237,517.683,1129.558,0.0000
109,vanilla_bo_penalty,3,-0.093068237,1240.611,1852.486,0.0000
109,vanilla_bo_penalty,4,-0.093068237,1825.570,2437.444,0.0000
109,vanilla_bo_penalty,5,-0.093068237,2344.615,2956.489,0.0000
109,vanilla_bo_penalty,6,-0.093068237,3042.287,3654.162,0.0000
109,vanilla_bo_penalty,7,-0.093068237,3624.250,4236.125,0.0000
109,vanilla_bo_penalty,8,-0.093068237,4381.140,4993.015,0.0000
109,vanilla_bo_penalty,9,-0.093068237,5726.336,6338.211,0.0062
109,vanilla_bo_penalty,10,-0.093068237,5726.336,6942.386,0.0127
109,vanilla_bo_penalty,11,-0.093068237,5726.336,7550.186,0.0187
109,vanilla_bo_penalty,12,-0.093068237,6376.241,8200.091,0.0269
109,vanilla_bo_penalty,13,-0.093068237,7023.052,8846.902,0.0331
109,vanilla_bo_penalty,14,-0.093068237,8361.194,10185.044,0.0425
109,vanilla_bo_penalty,15,-0.093068237,8862.179,10686.029,0.0501
109,vanilla_bo_penalty,16,-0.093068237,9368.934,11192.784,0.0586
109,vanilla_bo_penalty,17,-0.093068237,9368.934,11981.414,0.0662
109,vanilla_bo_penalty,18,-0.093068237,9948.631,12561.111,0.0755
109,vanilla_bo_penalty,19,-0.093068237,9948.631,13344.147,0.0853
109,vanilla_bo_penalty,20,-0.093068237,10704.598,14100.115,0.0932
109,vanilla_bo_penalty,21,-0.093068237,11464.254,14859.771,0.1007
109,vanilla_bo_penalty,22,-0.093068237,11464.254,15648.153,0.1100
109,vanilla_bo_penalty,23,-0.093068237,12166.414,16350.313,0.1179
109,vanilla_bo_penalty,24,-0.093068237,12747.511,16931.410,0.1269
109,flowguard_calibrated,1,,517.683,517.683,0.0000
109,flowguard_calibrated,2,-0.093068237,517.683,1129.558,0.0000
109,flowguard_calibrated,3,-0.093068237,1240.611,1852.486,0.0000
109,flowguard_calibrated,4,-0.093068237,1825.570,2437.444,0.0000
109,flowguard_calibrated,5,-0.093068237,2344.615,2956.489,0.0000
109,flowguard_calibrated,6,-0.093068237,3042.287,3654.162,0.0000
109,flowguard_calibrated,7,-0.093068237,3624.250,4236.125,0.0000
109,flowguard_calibrated,8,-0.093068237,4381.140,4993.015,0.0000
109,flowguard_calibrated,9,-0.093068237,5027.951,5639.826,0.0633
109,flowguard_calibrated,10,-0.093068237,5027.951,6428.209,0.1239
109,flowguard_calibrated,11,-0.093068237,6373.147,7773.404,0.1920
109,flowguard_calibrated,12,-0.093068237,6373.147,8377.579,0.2602
109,flowguard_calibrated,13,-0.093068237,6954.245,8958.677,0.4620
109,flowguard_calibrated,14,-0.093068237,7532.256,9536.689,0.6670
109,flowguard_calibrated,15,-0.093068237,8869.556,10873.988,0.8734
109,flowguard_calibrated,16,-0.093068237,9519.461,11523.893,1.0921
109,flowguard_calibrated,17,-0.093068237,10275.428,12279.861,1.2955
109,flowguard_calibrated,18,-0.093068237,10776.414,12780.846,1.5103
109,flowguard_calibrated,19,-0.093068237,11316.177,13320.609,1.7100
109,flowguard_calibrated,20,-0.093068237,12073.037,14077.469,1.9142
109,flowguard_calibrated,21,-0.093068237,12832.331,14836.764,2.1129
109,flowguard_calibrated,22,-0.093068237,13332.933,15337.366,2.3333
109,flowguard_calibrated,23,-0.093068237,13332.933,15945.167,2.5326
109,flowguard_calibrated,24,-0.093068237,14671.075,17283.308,2.7397
109,ei_only_ablation,1,,517.683,517.683,0.0000
109,ei_only_ablation,2,-0.093068237,517.683,1129.558,0.0000
109,ei_only_ablation,3,-0.093068237,1240.611,1852.486,0.0000
109,ei_only_ablation,4,-0.093068237,1825.570,2437.444,0.0000
109,ei_only_ablation,5,-0.093068237,2344.615,2956.489,0.0000
109,ei_only_ablation,6,-0.093068237,3042.287,3654.162,0.0000
109,ei_only_ablation,7,-0.093068237,3624.250,4236.125,0.0000
109,ei_only_ablation,8,-0.093068237,4381.140,4993.015,0.0000
109,ei_only_ablation,9,-0.093068237,5027.951,5639.826,0.0020
109,ei_only_ablation,10,-0.093068237,5027.951,6428.209,0.0039
109,ei_only_ablation,11,-0.093068237,6373.147,7773.404,0.0143
109,ei_only_ablation,12,-0.093068237,6373.147,8377.579,0.0239
109,ei_only_ablation,13,-0.093068237,6951.159,8955.591,0.0315
109,ei_only_ablation,14,-0.093068237,7532.256,9536.689,0.0388
109,ei_only_ablation,15,-0.093068237,8869.556,10873.988,0.0461
109,ei_only_ablation,16,-0.093068237,9370.541,11374.974,0.0532
109,ei_only_ablation,17,-0.093068237,10126.509,12130.941,0.0624
109,ei_only_ablation,18,-0.093068237,10666.272,12670.704,0.0693
109,ei_only_ablation,19,-0.093068237,11423.132,13427.564,0.0785
109,ei_only_ablation,20,-0.093068237,12073.037,14077.469,0.0856
109,ei_only_ablation,21,-0.093068237,13411.178,15415.611,0.0954
109,ei_only_ablation,22,-0.093068237,13911.780,15916.213,0.1051
109,ei_only_ablation,23,-0.093068237,14671.075,16675.507,0.1144
109,ei_only_ablation,24,-0.093068237,15186.224,17190.656,0.1249
113,vanilla_bo_penalty,1,,539.763,539.763,0.0000
113,vanilla_bo_penalty,2,,1054.912,1054.912,0.0000
113,vanilla_bo_penalty,3,-0.093068237,1054.912,1662.713,0.0000
113,vanilla_bo_penalty,4,-0.093068237,1634.609,2242.409,0.0000
113,vanilla_bo_penalty,5,-0.093068237,2153.654,2761.455,0.0000
113,vanilla_bo_penalty,6,-0.093068237,2803.559,3411.359,0.0000
113,vanilla_bo_penalty,7,-0.093068237,3475.588,4083.389,0.0000
113,vanilla_bo_penalty,8,-0.093068237,4813.730,5421.530,0.0000
113,vanilla_bo_penalty,9,-0.093068237,4813.730,6025.705,0.0081
113,vanilla_bo_penalty,10,-0.093068237,4813.730,6637.580,0.0140
113,vanilla_bo_penalty,11,-0.093068237,6158.925,7982.775,0.0206
113,vanilla_bo_penalty,12,-0.093068237,6861.085,8684.935,0.0275
113,vanilla_bo_penalty,13,-0.093068237,7620.380,9444.230,0.0363
113,vanilla_bo_penalty,14,-0.093068237,7620.380,10232.613,0.0428
113,vanilla_bo_penalty,15,-0.093068237,7620.380,11015.649,0.0498
113,vanilla_bo_penalty,16,-0.093068237,8127.135,11522.404,0.0569
113,vanilla_bo_penalty,17,-0.093068237,8709.098,12104.367,0.0636
113,vanilla_bo_penalty,18,-0.093068237,8709.098,12892.997,0.0709
113,vanilla_bo_penalty,19,-0.093068237,9464.737,13648.636,0.0775
113,vanilla_bo_penalty,20,-0.093068237,10162.409,14346.308,0.0861
113,vanilla_bo_penalty,21,-0.093068237,10743.507,14927.406,0.0933
113,vanilla_bo_penalty,22,-0.093068237,11244.492,15428.391,0.1028
113,vanilla_bo_penalty,23,-0.093068237,12000.459,16184.359,0.1101
113,vanilla_bo_penalty,24,-0.093068237,12647.270,16831.170,0.1196
113,flowguard_calibrated,1,,539.763,539.763,0.0000
113,flowguard_calibrated,2,,1054.912,1054.912,0.0000
113,flowguard_calibrated,3,-0.093068237,1054.912,1662.713,0.0000
113,flowguard_calibrated,4,-0.093068237,1634.609,2242.409,0.0000
113,flowguard_calibrated,5,-0.093068237,2153.654,2761.455,0.0000
113,flowguard_calibrated,6,-0.093068237,2803.559,3411.359,0.0000
113,flowguard_calibrated,7,-0.093068237,3475.588,4083.389,0.0000
113,flowguard_calibrated,8,-0.093068237,4813.730,5421.530,0.0000
113,flowguard_calibrated,9,-0.093068237,5460.541,6068.341,0.0588
113,flowguard_calibrated,10,-0.093068237,5460.541,6856.724,0.1175
113,flowguard_calibrated,11,-0.093068237,6162.700,7558.884,0.1875
113,flowguard_calibrated,12,-0.093068237,6162.700,8163.058,0.2588
113,flowguard_calibrated,13,-0.093068237,7500.000,9500.358,0.4748
113,flowguard_calibrated,14,-0.093068237,8000.985,10001.343,0.6704
113,flowguard_calibrated,15,-0.093068237,8582.083,10582.441,0.8724
113,flowguard_calibrated,16,-0.093068237,9167.042,11167.400,1.0727
113,flowguard_calibrated,17,-0.093068237,9167.042,11779.275,1.2726
113,flowguard_calibrated,18,-0.093068237,9745.053,12357.286,1.4876
113,flowguard_calibrated,19,-0.093068237,11090.249,13702.482,1.6929
113,flowguard_calibrated,20,-0.093068237,11590.851,14203.084,1.9165
113,flowguard_calibrated,21,-0.093068237,12097.606,14709.839,2.1778
113,flowguard_calibrated,22,-0.093068237,12857.262,15469.495,2.3894
113,flowguard_calibrated,23,-0.093068237,13613.229,16225.462,2.5956
113,flowguard_calibrated,24,-0.093068237,14372.524,16984.757,2.8101
113,ei_only_ablation,1,,539.763,539.763,0.0000
113,ei_only_ablation,2,,1054.912,1054.912,0.0000
113,ei_only_ablation,3,-0.093068237,1054.912,1662.713,0.0000
113,ei_only_ablation,4,-0.093068237,1634.609,2242.409,0.0000
113,ei_only_ablation,5,-0.093068237,2153.654,2761.455,0.0000
113,ei_only_ablation,6,-0.093068237,2803.559,3411.359,0.0000
113,ei_only_ablation,7,-0.093068237,3475.588,4083.389,0.0000
113,ei_only_ablation,8,-0.093068237,4813.730,5421.530,0.0000
113,ei_only_ablation,9,-0.093068237,5460.541,6068.341,0.0019
113,ei_only_ablation,10,-0.093068237,5460.541,6856.724,0.0037
113,ei_only_ablation,11,-0.093068237,5460.541,7460.899,0.0189
113,ei_only_ablation,12,-0.093068237,6797.840,8798.199,0.0283
113,ei_only_ablation,13,-0.093068237,7378.938,9379.296,0.0354
113,ei_only_ablation,14,-0.093068237,7963.897,9964.255,0.0450
113,ei_only_ablation,15,-0.093068237,9309.092,11309.451,0.0520
113,ei_only_ablation,16,-0.093068237,9887.104,11887.462,0.0605
113,ei_only_ablation,17,-0.093068237,10643.072,12643.430,0.0676
113,ei_only_ablation,18,-0.093068237,11144.057,13144.415,0.0778
113,ei_only_ablation,19,-0.093068237,11900.916,13901.275,0.0847
113,ei_only_ablation,20,-0.093068237,12660.211,14660.570,0.0916
113,ei_only_ablation,21,-0.093068237,13160.813,15161.172,0.0985
113,ei_only_ablation,22,-0.093068237,13858.486,15858.844,0.1055
113,ei_only_ablation,23,-0.093068237,14365.241,16365.599,0.1136
113,ei_only_ablation,24,-0.093068237,15124.897,17125.255,0.1229
127,vanilla_bo_penalty,1,0.311299618,0.000,788.383,0.0000
127,vanilla_bo_penalty,2,0.311299618,1338.142,2126.524,0.0000
127,vanilla_bo_penalty,3,0.311299618,1920.105,2708.488,0.0000
127,vanilla_bo_penalty,4,-0.093068237,1920.105,3312.663,0.0000
127,vanilla_bo_penalty,5,-0.093068237,2421.090,3813.648,0.0000
127,vanilla_bo_penalty,6,-0.093068237,3177.058,4569.615,0.0000
127,vanilla_bo_penalty,7,-0.093068237,4514.357,5906.915,0.0000
127,vanilla_bo_penalty,8,-0.093068237,4514.357,6518.790,0.0000
127,vanilla_bo_penalty,9,-0.093068237,4514.357,7301.826,0.0093
127,vanilla_bo_penalty,10,-0.093068237,5186.387,7973.855,0.0243
127,vanilla_bo_penalty,11,-0.093068237,5186.387,8762.485,0.0330
127,vanilla_bo_penalty,12,-0.093068237,5766.083,9342.182,0.0418
127,vanilla_bo_penalty,13,-0.093068237,5766.083,9949.982,0.0494
127,vanilla_bo_penalty,14,-0.093068237,6489.011,10672.910,0.0751
127,vanilla_bo_penalty,15,-0.093068237,7834.207,12018.106,0.0887
127,vanilla_bo_penalty,16,-0.093068237,8593.862,12777.762,0.0960
127,vanilla_bo_penalty,17,-0.093068237,9100.618,13284.517,0.1069
127,vanilla_bo_penalty,18,-0.093068237,9747.429,13931.328,0.1157
127,vanilla_bo_penalty,19,-0.093068237,10397.334,14581.233,0.1262
127,vanilla_bo_penalty,20,-0.093068237,11099.493,15283.392,0.1394
127,vanilla_bo_penalty,21,-0.093068237,11797.165,15981.064,0.1492
127,vanilla_bo_penalty,22,-0.093068237,12314.848,16498.747,0.1607
127,vanilla_bo_penalty,23,-0.093068237,13071.738,17255.638,0.1682
127,vanilla_bo_penalty,24,-0.093068237,13606.792,17790.691,0.1787
127,flowguard_calibrated,1,0.311299618,0.000,788.383,0.0000
127,flowguard_calibrated,2,0.311299618,1338.142,2126.524,0.0000
127,flowguard_calibrated,3,0.311299618,1920.105,2708.488,0.0000
127,flowguard_calibrated,4,-0.093068237,1920.105,3312.663,0.0000
127,flowguard_calibrated,5,-0.093068237,2421.090,3813.648,0.0000
127,flowguard_calibrated,6,-0.093068237,3177.058,4569.615,0.0000
127,flowguard_calibrated,7,-0.093068237,4514.357,5906.915,0.0000
127,flowguard_calibrated,8,-0.093068237,4514.357,6518.790,0.0000
127,flowguard_calibrated,9,-0.093068237,5212.030,7216.462,0.2319
127,flowguard_calibrated,10,-0.093068237,5861.935,7866.367,0.4449
127,flowguard_calibrated,11,-0.093068237,7207.130,9211.563,0.7422
127,flowguard_calibrated,12,-0.093068237,7788.228,9792.660,0.9411
127,flowguard_calibrated,13,-0.093068237,7788.228,10400.461,1.2200
127,flowguard_calibrated,14,-0.093068237,8373.187,10985.420,1.4684
127,flowguard_calibrated,15,-0.093068237,8951.198,11563.431,1.6878
127,flowguard_calibrated,16,-0.093068237,9710.854,12323.087,1.9454
127,flowguard_calibrated,17,-0.093068237,10217.609,12829.842,2.2758
127,flowguard_calibrated,18,-0.093068237,10976.904,13589.137,2.5364
127,flowguard_calibrated,19,-0.093068237,11477.506,14089.739,2.8396
127,flowguard_calibrated,20,-0.093068237,12233.145,14845.378,3.0709
127,flowguard_calibrated,21,-0.093068237,12990.035,15602.268,3.3624
127,flowguard_calibrated,22,-0.093068237,13522.684,16134.917,3.6444
127,flowguard_calibrated,23,-0.093068237,14062.447,16674.680,3.9733
127,flowguard_calibrated,24,-0.093068237,14819.307,17431.540,4.2192
127,ei_only_ablation,1,0.311299618,0.000,788.383,0.0000
127,ei_only_ablation,2,0.311299618,1338.142,2126.524,0.0000
127,ei_only_ablation,3,0.311299618,1920.105,2708.488,0.0000
127,ei_only_ablation,4,-0.093068237,1920.105,3312.663,0.0000
127,ei_only_ablation,5,-0.093068237,2421.090,3813.648,0.0000
127,ei_only_ablation,6,-0.093068237,3177.058,4569.615,0.0000
127,ei_only_ablation,7,-0.093068237,4514.357,5906.915,0.0000
127,ei_only_ablation,8,-0.093068237,4514.357,6518.790,0.0000
127,ei_only_ablation,9,-0.093068237,5092.369,7096.801,0.0173
127,ei_only_ablation,10,-0.093068237,5673.467,7677.899,0.0383
127,ei_only_ablation,11,-0.093068237,7018.662,9023.095,0.0522
127,ei_only_ablation,12,-0.093068237,7603.621,9608.054,0.0691
127,ei_only_ablation,13,-0.093068237,8143.384,10147.817,0.0861
127,ei_only_ablation,14,-0.093068237,8900.244,10904.676,0.1070
127,ei_only_ablation,15,-0.093068237,9597.916,11602.349,0.1227
127,ei_only_ablation,16,-0.093068237,10247.821,12252.254,0.1329
127,ei_only_ablation,17,-0.093068237,11007.116,13011.548,0.1439
127,ei_only_ablation,18,-0.093068237,11507.718,13512.150,0.1567
127,ei_only_ablation,19,-0.093068237,12022.867,14027.299,0.1674
127,ei_only_ablation,20,-0.093068237,12529.622,14534.055,0.1766
127,ei_only_ablation,21,-0.093068237,13289.278,15293.710,0.1866
127,ei_only_ablation,22,-0.093068237,13824.331,15828.763,0.2015
127,ei_only_ablation,23,-0.093068237,14581.221,16585.654,0.2147
127,ei_only_ablation,24,-0.093068237,15160.918,17165.350,0.2219
131,vanilla_bo_penalty,1,,755.968,755.968,0.0000
131,vanilla_bo_penalty,2,,1256.570,1256.570,0.0000
131,vanilla_bo_penalty,3,0.311299618,1256.570,2039.606,0.0000
131,vanilla_bo_penalty,4,0.311299618,1791.623,2574.659,0.0000
131,vanilla_bo_penalty,5,0.311299618,2371.319,3154.355,0.0000
131,vanilla_bo_penalty,6,0.311299618,3708.619,4491.655,0.0000
131,vanilla_bo_penalty,7,0.311299618,4290.582,5073.618,0.0000
131,vanilla_bo_penalty,8,0.311299618,4290.582,5862.248,0.0000
131,vanilla_bo_penalty,9,0.311299618,4940.487,6512.153,0.0090
131,vanilla_bo_penalty,10,0.311299618,4940.487,7300.536,0.0162
131,vanilla_bo_penalty,11,0.311299618,5587.298,7947.347,0.0275
131,vanilla_bo_penalty,12,0.311299618,6284.970,8645.019,0.0341
131,vanilla_bo_penalty,13,0.311299618,6987.130,9347.179,0.0447
131,vanilla_bo_penalty,14,0.311299618,7746.786,10106.834,0.0535
131,vanilla_bo_penalty,15,0.311299618,8331.745,10691.793,0.0638
131,vanilla_bo_penalty,16,0.311299618,8909.756,11269.805,0.0786
131,vanilla_bo_penalty,17,-0.093068237,8909.756,11877.606,0.0959
131,vanilla_bo_penalty,18,-0.093068237,8909.756,12481.781,0.1136
131,vanilla_bo_penalty,19,-0.093068237,8909.756,13093.655,0.1405
131,vanilla_bo_penalty,20,-0.093068237,9427.439,13611.338,0.1675
131,vanilla_bo_penalty,21,-0.093068237,10765.581,14949.480,0.1964
131,vanilla_bo_penalty,22,-0.093068237,12110.776,16294.675,0.2303
131,vanilla_bo_penalty,23,-0.093068237,12617.532,16801.431,0.2692
131,vanilla_bo_penalty,24,-0.093068237,13118.517,17302.416,0.3092
131,flowguard_calibrated,1,,755.968,755.968,0.0000
131,flowguard_calibrated,2,,1256.570,1256.570,0.0000
131,flowguard_calibrated,3,0.311299618,1256.570,2039.606,0.0000
131,flowguard_calibrated,4,0.311299618,1791.623,2574.659,0.0000
131,flowguard_calibrated,5,0.311299618,2371.319,3154.355,0.0000
131,flowguard_calibrated,6,0.311299618,3708.619,4491.655,0.0000
131,flowguard_calibrated,7,0.311299618,4290.582,5073.618,0.0000
131,flowguard_calibrated,8,0.311299618,4290.582,5862.248,0.0000
131,flowguard_calibrated,9,0.311299618,4937.393,6509.059,0.0751
131,flowguard_calibrated,10,0.311299618,4937.393,7297.442,0.1349
131,flowguard_calibrated,11,-0.093068237,4937.393,7905.243,0.3475
131,flowguard_calibrated,12,-0.093068237,5522.352,8490.202,0.5634
131,flowguard_calibrated,13,-0.093068237,6100.364,9068.213,0.7796
131,flowguard_calibrated,14,-0.093068237,6681.461,9649.311,1.0265
131,flowguard_calibrated,15,-0.093068237,8019.603,10987.453,1.2546
131,flowguard_calibrated,16,-0.093068237,9364.799,12332.648,1.5544
131,flowguard_calibrated,17,-0.093068237,9364.799,12944.523,1.8333
131,flowguard_calibrated,18,-0.093068237,9865.784,13445.508,2.0563
131,flowguard_calibrated,19,-0.093068237,10625.440,14205.164,2.3432
131,flowguard_calibrated,20,-0.093068237,11132.195,14711.919,2.7342
131,flowguard_calibrated,21,-0.093068237,11891.490,15471.214,2.9935
131,flowguard_calibrated,22,-0.093068237,12431.253,16010.977,3.3415
131,flowguard_calibrated,23,-0.093068237,12963.902,16543.626,3.6309
131,flowguard_calibrated,24,-0.093068237,13720.792,17300.517,3.8769
131,ei_only_ablation,1,,755.968,755.968,0.0000
131,ei_only_ablation,2,,1256.570,1256.570,0.0000
131,ei_only_ablation,3,0.311299618,1256.570,2039.606,0.0000
131,ei_only_ablation,4,0.311299618,1791.623,2574.659,0.0000
131,ei_only_ablation,5,0.311299618,2371.319,3154.355,0.0000
131,ei_only_ablation,6,0.311299618,3708.619,4491.655,0.0000
131,ei_only_ablation,7,0.311299618,4290.582,5073.618,0.0000
131,ei_only_ablation,8,0.311299618,4290.582,5862.248,0.0000
131,ei_only_ablation,9,0.311299618,4937.393,6509.059,0.0052
131,ei_only_ablation,10,0.311299618,4937.393,7297.442,0.0071
131,ei_only_ablation,11,-0.093068237,4937.393,7905.243,0.0112
131,ei_only_ablation,12,-0.093068237,5522.352,8490.202,0.0382
131,ei_only_ablation,13,-0.093068237,6103.450,9071.299,0.0668
131,ei_only_ablation,14,-0.093068237,6681.461,9649.311,0.1280
131,ei_only_ablation,15,-0.093068237,8019.603,10987.453,0.1700
131,ei_only_ablation,16,-0.093068237,9364.799,12332.648,0.1845
131,ei_only_ablation,17,-0.093068237,10124.454,13092.304,0.2038
131,ei_only_ablation,18,-0.093068237,10631.210,13599.059,0.2203
131,ei_only_ablation,19,-0.093068237,11390.505,14358.354,0.2375
131,ei_only_ablation,20,-0.093068237,11891.490,14859.339,0.2550
131,ei_only_ablation,21,-0.093068237,11891.490,15471.214,0.2707
131,ei_only_ablation,22,-0.093068237,12648.380,16228.104,0.2865
131,ei_only_ablation,23,-0.093068237,13405.240,16984.964,0.2998
131,ei_only_ablation,24,-0.093068237,13945.003,17524.727,0.3273
137,vanilla_bo_penalty,1,,1345.196,1345.196,0.0000
137,vanilla_bo_penalty,2,-0.093068237,1345.196,1949.370,0.0000
137,vanilla_bo_penalty,3,-0.093068237,1864.241,2468.416,0.0000
137,vanilla_bo_penalty,4,-0.093068237,3202.382,3806.557,0.0000
137,vanilla_bo_penalty,5,-0.093068237,3717.531,4321.706,0.0000
137,vanilla_bo_penalty,6,-0.093068237,4440.459,5044.634,0.0000
137,vanilla_bo_penalty,7,-0.093068237,5090.364,5694.539,0.0000
137,vanilla_bo_penalty,8,-0.093068237,5597.119,6201.294,0.0000
137,vanilla_bo_penalty,9,-0.093068237,5597.119,6809.095,0.0196
137,vanilla_bo_penalty,10,-0.093068237,5597.119,7420.970,0.0475
137,vanilla_bo_penalty,11,-0.093068237,6243.930,8067.781,0.0563
137,vanilla_bo_penalty,12,-0.093068237,7003.225,8827.075,0.1004
137,vanilla_bo_penalty,13,-0.093068237,7003.225,9615.705,0.1464
137,vanilla_bo_penalty,14,-0.093068237,7003.225,10398.742,0.1833
137,vanilla_bo_penalty,15,-0.093068237,7003.225,11187.124,0.2005
137,vanilla_bo_penalty,16,-0.093068237,7634.330,11818.230,0.2100
137,vanilla_bo_penalty,17,-0.093068237,8135.316,12319.215,0.2221
137,vanilla_bo_penalty,18,-0.093068237,8716.413,12900.313,0.2320
137,vanilla_bo_penalty,19,-0.093068237,9418.573,13602.472,0.2440
137,vanilla_bo_penalty,20,-0.093068237,10116.245,14300.144,0.2541
137,vanilla_bo_penalty,21,-0.093068237,10875.901,15059.800,0.2654
137,vanilla_bo_penalty,22,-0.093068237,11631.869,15815.768,0.2737
137,vanilla_bo_penalty,23,-0.093068237,12211.565,16395.464,0.2856
137,vanilla_bo_penalty,24,-0.093068237,12793.528,16977.428,0.2957
137,flowguard_calibrated,1,,1345.196,1345.196,0.0000
137,flowguard_calibrated,2,-0.093068237,1345.196,1949.370,0.0000
137,flowguard_calibrated,3,-0.093068237,1864.241,2468.416,0.0000
137,flowguard_calibrated,4,-0.093068237,3202.382,3806.557,0.0000
137,flowguard_calibrated,5,-0.093068237,3717.531,4321.706,0.0000
137,flowguard_calibrated,6,-0.093068237,4440.459,5044.634,0.0000
137,flowguard_calibrated,7,-0.093068237,5090.364,5694.539,0.0000
137,flowguard_calibrated,8,-0.093068237,5597.119,6201.294,0.0000
137,flowguard_calibrated,9,-0.093068237,6243.930,6848.105,0.0591
137,flowguard_calibrated,10,-0.093068237,6243.930,7636.488,0.1186
137,flowguard_calibrated,11,-0.093068237,6243.930,8244.289,0.2556
137,flowguard_calibrated,12,-0.093068237,7581.230,9581.588,0.5288
137,flowguard_calibrated,13,-0.093068237,8162.327,10162.686,0.7571
137,flowguard_calibrated,14,-0.093068237,8747.286,10747.645,0.9972
137,flowguard_calibrated,15,-0.093068237,8747.286,11359.519,1.2410
137,flowguard_calibrated,16,-0.093068237,9325.298,11937.531,1.5465
137,flowguard_calibrated,17,-0.093068237,10084.593,12696.826,1.7934
137,flowguard_calibrated,18,-0.093068237,10585.578,13197.811,2.0712
137,flowguard_calibrated,19,-0.093068237,11086.180,13698.413,2.3349
137,flowguard_calibrated,20,-0.093068237,11845.836,14458.069,2.5963
137,flowguard_calibrated,21,-0.093068237,12601.804,15214.037,2.8543
137,flowguard_calibrated,22,-0.093068237,13134.453,15746.686,3.0779
137,flowguard_calibrated,23,-0.093068237,13674.216,16286.449,3.2823
137,flowguard_calibrated,24,-0.093068237,14429.854,17042.087,3.4911
137,ei_only_ablation,1,,1345.196,1345.196,0.0000
137,ei_only_ablation,2,-0.093068237,1345.196,1949.370,0.0000
137,ei_only_ablation,3,-0.093068237,1864.241,2468.416,0.0000
137,ei_only_ablation,4,-0.093068237,3202.382,3806.557,0.0000
137,ei_only_ablation,5,-0.093068237,3717.531,4321.706,0.0000
137,ei_only_ablation,6,-0.093068237,4440.459,5044.634,0.0000
137,ei_only_ablation,7,-0.093068237,5090.364,5694.539,0.0000
